,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
317080,600590,2015,10,15,2015-10-15,12:45:00,3,MI,26,0,0.75,0,0,0.0,0.0,46.49,-87.21,46.49,-87.21,0,0,0,0,0,103,0,0,0
317081,600591,2015,10,15,2015-10-15,13:15:00,3,MI,26,0,0.88,0,0,0.0,0.0,45.79,-87.9,45.79,-87.9,0,0,0,0,0,43,0,0,0
317082,605661,2015,10,15,2015-10-15,14:45:00,3,MI,26,0,1.0,0,0,0.0,0.0,44.41,-85.26,44.41,-85.26,0,0,0,0,0,113,0,0,0
317083,599803,2015,10,15,2015-10-15,16:35:00,3,CA,6,0,1.75,0,0,0.0,0.0,34.6177,-118.301,34.6172,-118.297,0,0,0,0,0,37,0,0,0
317084,599804,2015,10,15,2015-10-15,17:45:00,3,CA,6,0,1.0,0,0,0.0,0.0,34.5841,-118.128,34.5717,-118.1,0,0,0,0,0,37,0,0,0
317085,599805,2015,10,15,2015-10-15,17:52:00,3,CA,6,0,1.0,0,0,0.0,0.0,34.6031,-118.132,34.6021,-118.124,0,0,0,0,0,37,0,0,0
317086,602925,2015,10,18,2015-10-18,12:30:00,3,NV,32,0,1.0,0,0,0.0,0.0,37.62,-114.51,37.62,-114.51,0,0,0,0,0,17,0,0,0
317087,605423,2015,10,18,2015-10-18,15:04:00,3,AZ,4,0,1.0,0,0,0.0,0.0,32.355,-111.051,32.3787,-111.04,0,0,0,0,0,19,0,0,0
317088,600225,2015,10,18,2015-10-18,15:30:00,3,AZ,4,0,0.75,0,0,0.0,0.0,32.88,-111.97,32.88,-111.97,0,0,0,0,0,21,0,0,0
317089,600230,2015,10,18,2015-10-18,16:58:00,3,AZ,4,0,1.25,0,0,0.0,0.0,33.56,-112.18,33.56,-112.18,0,0,0,0,0,13,0,0,0
317090,600226,2015,10,18,2015-10-18,17:00:00,3,AZ,4,0,1.25,0,0,0.0,0.0,33.6,-112.16,33.6,-112.16,0,0,0,0,0,13,0,0,0
317091,600235,2015,10,18,2015-10-18,17:10:00,3,AZ,4,0,1.5,0,0,0.005,0.0,33.54,-112.19,33.54,-112.19,0,0,0,0,0,13,0,0,0
317092,600231,2015,10,18,2015-10-18,17:20:00,3,AZ,4,0,1.0,0,0,0.0,0.0,33.72,-112.16,33.72,-112.16,0,0,0,0,0,13,0,0,0
317093,602939,2015,10,18,2015-10-18,17:43:00,3,NV,32,0,1.25,0,0,0.0,0.0,36.6106,-114.484,36.6106,-114.484,0,0,0,0,0,3,0,0,0
317094,602824,2015,10,18,2015-10-18,20:40:00,3,AZ,4,0,0.75,0,0,0.0,0.0,35.1097,-114.61,35.1097,-114.61,0,0,0,0,0,15,0,0,0
317095,602825,2015,10,18,2015-10-18,21:06:00,3,AZ,4,0,1.5,0,0,0.0,0.0,35.22,-114.255,35.22,-114.131,0,0,0,0,0,15,0,0,0
317096,599584,2015,10,19,2015-10-19,07:12:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.0308,-106.893,34.0308,-106.893,0,0,0,0,0,53,0,0,0
317097,599585,2015,10,19,2015-10-19,07:18:00,3,NM,35,0,1.25,0,0,0.0,0.0,34.041,-106.889,34.041,-106.889,0,0,0,0,0,53,0,0,0
317098,599596,2015,10,19,2015-10-19,15:13:00,3,NM,35,0,0.88,0,0,0.0,0.0,34.66,-106.78,34.66,-106.78,0,0,0,0,0,61,0,0,0
317099,599586,2015,10,19,2015-10-19,15:41:00,3,NM,35,0,1.0,0,0,0.0,0.0,33.38,-104.69,33.38,-104.69,0,0,0,0,0,5,0,0,0
317100,599588,2015,10,19,2015-10-19,15:53:00,3,NM,35,0,0.88,0,0,0.0,0.0,34.95,-104.34,34.95,-104.34,0,0,0,0,0,19,0,0,0
317101,599587,2015,10,19,2015-10-19,16:04:00,3,NM,35,0,1.0,0,0,0.0,0.0,33.37,-104.7,33.37,-104.7,0,0,0,0,0,5,0,0,0
317102,599589,2015,10,19,2015-10-19,19:15:00,3,NM,35,0,0.88,0,0,0.0,0.0,35.89,-106.31,35.89,-106.31,0,0,0,0,0,28,0,0,0
317103,599590,2015,10,19,2015-10-19,19:30:00,3,NM,35,0,0.88,0,0,0.0,0.0,35.89,-106.31,35.89,-106.31,0,0,0,0,0,28,0,0,0
317104,599608,2015,10,19,2015-10-19,19:53:00,3,NM,35,0,1.0,0,0,0.0,0.0,35.9693,-106.108,35.9693,-106.108,0,0,0,0,0,39,0,0,0
317105,605424,2015,10,20,2015-10-20,10:45:00,3,AZ,4,0,0.88,0,0,0.0,0.0,32.7756,-109.716,32.7756,-109.716,0,0,0,0,0,9,0,0,0
317106,599617,2015,10,20,2015-10-20,11:11:00,3,NM,35,0,1.0,0,0,0.0,0.0,33.28,-108.87,33.28,-108.87,0,0,0,0,0,3,0,0,0
317107,599616,2015,10,20,2015-10-20,11:11:00,3,NM,35,0,1.75,0,0,0.0,0.0,33.27,-108.88,33.27,-108.88,0,0,0,0,0,3,0,0,0
317108,605425,2015,10,20,2015-10-20,11:12:00,3,AZ,4,0,1.25,0,0,0.0,0.0,31.88,-109.66,31.88,-109.66,0,0,0,0,0,3,0,0,0
317109,599621,2015,10,20,2015-10-20,11:13:00,3,NM,35,0,1.0,0,0,0.0,0.0,33.32,-108.88,33.32,-108.88,0,0,0,0,0,3,0,0,0
317110,603435,2015,10,20,2015-10-20,11:13:00,3,AZ,4,0,1.5,0,0,0.0,0.0,35.24,-110.73,35.3545,-110.674,0,0,0,0,0,17,0,0,0
317111,599619,2015,10,20,2015-10-20,11:15:00,3,NM,35,0,1.0,0,0,0.0,0.0,33.32,-108.88,33.32,-108.88,0,0,0,0,0,3,0,0,0
317112,599618,2015,10,20,2015-10-20,11:17:00,3,NM,35,0,1.0,0,0,0.0,0.0,33.31,-108.88,33.31,-108.88,0,0,0,0,0,3,0,0,0
317113,599620,2015,10,20,2015-10-20,11:24:00,3,NM,35,0,1.0,0,0,0.0,0.0,33.4,-108.8,33.4,-108.8,0,0,0,0,0,3,0,0,0
317114,600773,2015,10,20,2015-10-20,11:35:00,3,AZ,4,0,0.88,0,0,0.0,0.0,33.72,-112.15,33.72,-112.15,0,0,0,0,0,13,0,0,0
317115,600748,2015,10,20,2015-10-20,12:15:00,3,AZ,4,0,1.0,0,0,0.0,0.0,33.8,-112.11,33.8,-112.11,0,0,0,0,0,13,0,0,0
317116,600772,2015,10,20,2015-10-20,13:05:00,3,AZ,4,0,0.75,0,0,0.0,0.0,33.51,-112.12,33.51,-112.12,0,0,0,0,0,13,0,0,0
317117,600762,2015,10,20,2015-10-20,13:08:00,3,AZ,4,0,1.0,0,0,0.0,0.0,33.58,-112.14,33.58,-112.14,0,0,0,0,0,13,0,0,0
317118,599622,2015,10,20,2015-10-20,13:41:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.17,-105.35,34.17,-105.35,0,0,0,0,0,27,0,0,0
317119,605135,2015,10,20,2015-10-20,13:49:00,3,NM,35,0,0.88,0,0,0.0,0.0,32.75,-108.28,32.75,-108.28,0,0,0,0,0,17,0,0,0
317120,605136,2015,10,20,2015-10-20,14:07:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.87,-108.22,32.87,-108.22,0,0,0,0,0,17,0,0,0
317121,599623,2015,10,20,2015-10-20,14:08:00,3,NM,35,0,0.75,0,0,0.0,0.0,33.28,-108.87,33.28,-108.87,0,0,0,0,0,3,0,0,0
317122,599624,2015,10,20,2015-10-20,14:10:00,3,NM,35,0,1.0,0,0,0.025,0.0,33.48,-105.36,33.48,-105.36,0,0,0,0,0,27,0,0,0
317123,605140,2015,10,20,2015-10-20,14:14:00,3,NM,35,0,1.75,0,0,0.0,0.0,32.25,-107.74,32.25,-107.74,0,0,0,0,0,29,0,0,0
317124,599636,2015,10,20,2015-10-20,14:15:00,3,NM,35,0,0.88,0,0,0.0,0.0,33.92,-106.78,33.92,-106.78,0,0,0,0,0,53,0,0,0
317125,599626,2015,10,20,2015-10-20,14:25:00,3,NM,35,0,0.75,0,0,0.0,0.0,35.25,-106.64,35.25,-106.64,0,0,0,0,0,43,0,0,0
317126,605141,2015,10,20,2015-10-20,14:34:00,3,NM,35,0,0.75,0,0,0.0,0.0,32.264,-107.69,32.264,-107.69,0,0,0,0,0,29,0,0,0
317127,599625,2015,10,20,2015-10-20,14:35:00,3,NM,35,0,1.0,0,0,0.0,0.0,35.2,-105.14,35.2,-105.14,0,0,0,0,0,19,0,0,0
317128,599627,2015,10,20,2015-10-20,15:07:00,3,NM,35,0,0.75,0,0,0.0,0.0,35.33,-106.59,35.33,-106.59,0,0,0,0,0,43,0,0,0
317129,605143,2015,10,20,2015-10-20,15:27:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.79,-105.56,32.79,-105.56,0,0,0,0,0,35,0,0,0
317130,605144,2015,10,20,2015-10-20,15:45:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.79,-105.56,32.79,-105.56,0,0,0,0,0,35,0,0,0
317131,605146,2015,10,20,2015-10-20,16:53:00,3,NM,35,0,1.0,0,0,0.0,0.0,31.8052,-106.563,31.8052,-106.563,0,0,0,0,0,13,0,0,0
317132,605148,2015,10,20,2015-10-20,16:57:00,3,TX,48,0,0.88,0,0,0.0,0.0,31.87,-106.57,31.87,-106.57,0,0,0,0,0,141,0,0,0
317133,605149,2015,10,20,2015-10-20,17:03:00,3,TX,48,0,0.75,0,0,0.0,0.0,31.78,-106.48,31.78,-106.48,0,0,0,0,0,141,0,0,0
317134,605150,2015,10,20,2015-10-20,17:03:00,3,TX,48,0,0.75,0,0,0.0,0.0,31.87,-106.54,31.87,-106.54,0,0,0,0,0,141,0,0,0
317135,605151,2015,10,20,2015-10-20,17:07:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.78,-106.48,31.78,-106.48,0,0,0,0,0,141,0,0,0
317136,605155,2015,10,20,2015-10-20,17:07:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.87,-106.57,31.87,-106.57,0,0,0,0,0,141,0,0,0
317137,605152,2015,10,20,2015-10-20,17:09:00,3,TX,48,0,0.88,0,0,0.0,0.0,31.883,-106.441,31.883,-106.441,0,0,0,0,0,141,0,0,0
317138,605153,2015,10,20,2015-10-20,17:20:00,3,TX,48,0,0.88,0,0,0.0,0.0,31.91,-106.44,31.91,-106.44,0,0,0,0,0,141,0,0,0
317139,605154,2015,10,20,2015-10-20,17:21:00,3,TX,48,0,0.75,0,0,0.0,0.0,31.8963,-106.434,31.8963,-106.434,0,0,0,0,0,141,0,0,0
317140,599628,2015,10,20,2015-10-20,17:39:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.9,-105.23,32.9,-105.23,0,0,0,0,0,5,0,0,0
317141,605147,2015,10,20,2015-10-20,17:40:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.97,-108.6,32.97,-108.6,0,0,0,0,0,17,0,0,0
317142,599629,2015,10,20,2015-10-20,18:15:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.17,-103.32,34.17,-103.32,0,0,0,0,0,41,0,0,0
317143,599630,2015,10,20,2015-10-20,18:34:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.17,-103.31,34.17,-103.31,0,0,0,0,0,41,0,0,0
317144,599638,2015,10,20,2015-10-20,18:36:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.13,-103.28,34.13,-103.28,0,0,0,0,0,41,0,0,0
317145,599632,2015,10,20,2015-10-20,18:48:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.17,-103.34,34.17,-103.34,0,0,0,0,0,41,0,0,0
317146,599637,2015,10,20,2015-10-20,18:50:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.88,-105.17,32.88,-105.17,0,0,0,0,0,5,0,0,0
317147,599631,2015,10,20,2015-10-20,18:52:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.19,-103.31,34.19,-103.31,0,0,0,0,0,41,0,0,0
317148,599634,2015,10,20,2015-10-20,19:19:00,3,NM,35,0,1.75,0,0,0.0,0.0,34.29,-103.21,34.29,-103.21,0,0,0,0,0,41,0,0,0
317149,599472,2015,10,20,2015-10-20,19:40:00,3,TX,48,0,2.5,0,0,0.0,0.0,34.29,-103.03,34.29,-103.03,0,0,0,0,0,17,0,0,0
317150,599635,2015,10,20,2015-10-20,19:47:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.6,-104.1,34.6,-104.1,0,0,0,0,0,11,0,0,0
317151,605171,2015,10,21,2015-10-21,02:08:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.18,-108.37,32.18,-108.37,0,0,0,0,0,17,0,0,0
317152,605170,2015,10,21,2015-10-21,04:12:00,3,NM,35,0,0.88,0,0,0.0,0.0,32.2,-107.75,32.2,-107.75,0,0,0,0,0,29,0,0,0
317153,605169,2015,10,21,2015-10-21,04:35:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.35,-107.64,32.35,-107.64,0,0,0,0,0,29,0,0,0
317154,599661,2015,10,21,2015-10-21,06:45:00,3,NM,35,0,0.88,0,0,0.0,0.0,34.06,-106.9,34.06,-106.9,0,0,0,0,0,53,0,0,0
317155,599662,2015,10,21,2015-10-21,08:40:00,3,NM,35,0,1.25,0,0,0.0,0.0,33.6793,-104.564,33.6793,-104.564,0,0,0,0,0,5,0,0,0
317156,599663,2015,10,21,2015-10-21,10:00:00,3,NM,35,0,0.75,0,0,0.0,0.0,34.34,-103.97,34.34,-103.97,0,0,0,0,0,11,0,0,0
317157,599664,2015,10,21,2015-10-21,10:17:00,3,NM,35,0,1.75,0,0,0.0,0.0,34.3,-103.79,34.3,-103.79,0,0,0,0,0,41,0,0,0
317158,599667,2015,10,21,2015-10-21,10:18:00,3,NM,35,0,1.75,0,0,0.0,0.0,34.44,-103.85,34.44,-103.85,0,0,0,0,0,41,0,0,0
317159,599674,2015,10,21,2015-10-21,10:20:00,3,NM,35,0,2.5,0,0,0.0,0.0,34.44,-104.04,34.44,-104.04,0,0,0,0,0,11,0,0,0
317160,599665,2015,10,21,2015-10-21,10:25:00,3,NM,35,0,1.5,0,0,0.0,0.0,34.14,-104.0,34.14,-104.0,0,0,0,0,0,11,0,0,0
317161,599669,2015,10,21,2015-10-21,10:40:00,3,NM,35,0,1.75,0,0,0.008,0.0,34.42,-103.63,34.42,-103.63,0,0,0,0,0,9,0,0,0
317162,599671,2015,10,21,2015-10-21,10:48:00,3,NM,35,0,1.75,0,0,0.0,0.0,34.43,-103.62,34.43,-103.62,0,0,0,0,0,9,0,0,0
317163,599672,2015,10,21,2015-10-21,10:50:00,3,NM,35,0,0.88,0,0,0.0,0.0,34.82,-103.21,34.82,-103.21,0,0,0,0,0,9,0,0,0
317164,599668,2015,10,21,2015-10-21,11:00:00,3,NM,35,0,1.75,0,0,0.0,0.0,34.55,-103.49,34.55,-103.49,0,0,0,0,0,9,0,0,0
317165,599670,2015,10,21,2015-10-21,11:18:00,3,NM,35,0,1.0,0,0,0.0,0.0,34.91,-103.35,34.91,-103.35,0,0,0,0,0,37,0,0,0
317166,602243,2015,10,21,2015-10-21,11:36:00,3,WI,55,0,0.88,0,0,0.0,0.0,42.98,-90.65,42.98,-90.65,0,0,0,0,0,43,0,0,0
317167,599673,2015,10,21,2015-10-21,12:12:00,3,NM,35,0,1.0,0,0,0.0,0.0,35.18,-103.09,35.18,-103.09,0,0,0,0,0,37,0,0,0
317168,602356,2015,10,21,2015-10-21,12:59:00,3,TX,48,0,0.88,0,0,0.0,0.0,35.28,-102.66,35.28,-102.66,0,0,0,0,0,359,0,0,0
317169,605168,2015,10,21,2015-10-21,13:10:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.31,-106.73,32.31,-106.73,0,0,0,0,0,13,0,0,0
317170,605167,2015,10,21,2015-10-21,13:13:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.31,-106.82,32.31,-106.82,0,0,0,0,0,13,0,0,0
317171,603452,2015,10,21,2015-10-21,13:20:00,3,AZ,4,0,1.0,0,0,0.0,0.0,35.65,-109.76,35.7811,-109.681,0,0,0,0,0,1,0,0,0
317172,605164,2015,10,21,2015-10-21,13:23:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.3069,-106.74,32.3069,-106.74,0,0,0,0,0,13,0,0,0
317173,605166,2015,10,21,2015-10-21,13:24:00,3,NM,35,0,1.75,0,0,0.0,0.0,32.26,-106.76,32.26,-106.76,0,0,0,0,0,13,0,0,0
317174,605165,2015,10,21,2015-10-21,13:27:00,3,NM,35,0,2.0,0,0,0.0,0.0,32.2836,-106.75,32.2836,-106.75,0,0,0,0,0,13,0,0,0
317175,605163,2015,10,21,2015-10-21,13:33:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.29,-106.75,32.29,-106.75,0,0,0,0,0,13,0,0,0
317176,605162,2015,10,21,2015-10-21,13:39:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.3,-106.77,32.3,-106.77,0,0,0,0,0,13,0,0,0
317177,605160,2015,10,21,2015-10-21,13:41:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.29,-106.79,32.29,-106.79,0,0,0,0,0,13,0,0,0
317178,605161,2015,10,21,2015-10-21,13:41:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.28,-106.75,32.28,-106.75,0,0,0,0,0,13,0,0,0
317179,605159,2015,10,21,2015-10-21,14:22:00,3,NM,35,0,1.75,0,0,0.0,0.0,32.32,-106.78,32.32,-106.78,0,0,0,0,0,13,0,0,0
317180,605180,2015,10,21,2015-10-21,14:58:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.8599,-106.558,31.8599,-106.558,0,0,0,0,0,141,0,0,0
317181,605178,2015,10,21,2015-10-21,15:09:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.76,-106.36,31.76,-106.36,0,0,0,0,0,141,0,0,0
317182,605158,2015,10,21,2015-10-21,15:16:00,3,NM,35,0,1.0,0,0,0.0,0.0,33.08,-106.02,33.08,-106.02,0,0,0,0,0,35,0,0,0
317183,605179,2015,10,21,2015-10-21,16:07:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.81,-106.38,31.81,-106.38,0,0,0,0,0,141,0,0,0
317184,604603,2015,10,21,2015-10-21,18:00:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.17,-99.23,31.17,-99.23,0,0,0,0,0,307,0,0,0
317185,602685,2015,10,21,2015-10-21,18:28:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.77,-104.4,32.77,-104.4,0,0,0,0,0,15,0,0,0
317186,602686,2015,10,21,2015-10-21,18:38:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.9292,-104.4,32.9292,-104.4,0,0,0,0,0,15,0,0,0
317187,602687,2015,10,21,2015-10-21,18:40:00,3,NM,35,0,1.75,0,0,0.0,0.0,32.3801,-104.22,32.3801,-104.22,0,0,0,0,0,15,0,0,0
317188,603216,2015,10,21,2015-10-21,18:47:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.3398,-104.269,32.3398,-104.269,0,0,0,0,0,15,0,0,0
317189,603217,2015,10,21,2015-10-21,18:52:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.42,-104.23,32.42,-104.23,0,0,0,0,0,15,0,0,0
317190,603218,2015,10,21,2015-10-21,19:10:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.42,-104.23,32.42,-104.23,0,0,0,0,0,15,0,0,0
317191,603223,2015,10,21,2015-10-21,19:51:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.9139,-103.704,31.9139,-103.704,0,0,0,0,0,301,0,0,0
317192,603225,2015,10,21,2015-10-21,22:30:00,3,TX,48,0,1.0,0,0,0.0,0.0,32.72,-102.96,32.72,-102.96,0,0,0,0,0,165,0,0,0
317193,604685,2015,10,23,2015-10-23,13:45:00,3,TX,48,0,1.75,0,0,0.0,0.0,32.24,-100.45,32.24,-100.45,0,0,0,0,0,353,0,0,0
317194,605470,2015,10,30,2015-10-30,17:50:00,3,TX,48,0,1.0,0,0,0.0,0.0,29.46,-100.99,29.46,-100.99,0,0,0,0,0,465,0,0,0
317195,602220,2015,10,1,2015-10-01,01:45:00,3,ND,38,0,1.0,0,0,0.0,0.0,47.1,-101.44,47.1,-101.44,0,0,0,0,0,65,0,0,0
317196,602221,2015,10,1,2015-10-01,03:20:00,3,ND,38,0,1.0,0,0,0.0,0.0,46.85,-101.26,46.85,-101.26,0,0,0,0,0,59,0,0,0
317197,605105,2015,10,3,2015-10-03,12:27:00,3,NM,35,0,0.88,0,0,0.0,0.0,32.38,-106.8,32.38,-106.8,0,0,0,0,0,13,0,0,0
317198,605106,2015,10,3,2015-10-03,13:40:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.06,-106.6,32.06,-106.6,0,0,0,0,0,13,0,0,0
317199,605107,2015,10,3,2015-10-03,13:40:00,3,NM,35,0,1.25,0,0,0.0,0.0,32.34,-106.74,32.34,-106.74,0,0,0,0,0,13,0,0,0
317200,605109,2015,10,3,2015-10-03,13:54:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.33,-106.8,32.33,-106.8,0,0,0,0,0,13,0,0,0
317201,605108,2015,10,3,2015-10-03,13:54:00,3,NM,35,0,1.75,0,0,0.0,0.0,32.32,-106.75,32.32,-106.75,0,0,0,0,0,13,0,0,0
317202,605110,2015,10,3,2015-10-03,14:00:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.35,-106.75,32.35,-106.75,0,0,0,0,0,13,0,0,0
317203,605111,2015,10,3,2015-10-03,14:10:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.33,-106.73,32.33,-106.73,0,0,0,0,0,13,0,0,0
317204,605112,2015,10,3,2015-10-03,14:12:00,3,NM,35,0,1.25,0,0,0.0,0.0,32.36,-106.73,32.36,-106.73,0,0,0,0,0,13,0,0,0
317205,605113,2015,10,3,2015-10-03,14:28:00,3,NM,35,0,2.0,0,0,0.0,0.0,32.34,-106.74,32.34,-106.74,0,0,0,0,0,13,0,0,0
317206,605114,2015,10,3,2015-10-03,15:05:00,3,TX,48,0,0.88,0,0,0.0,0.0,31.83,-106.39,31.83,-106.39,0,0,0,0,0,141,0,0,0
317207,599741,2015,10,3,2015-10-03,17:15:00,3,NM,35,0,0.88,0,0,0.0,0.0,32.8,-104.73,32.8,-104.73,0,0,0,0,0,15,0,0,0
317208,599740,2015,10,3,2015-10-03,18:04:00,3,NM,35,0,0.88,0,0,0.0,0.0,32.63,-104.37,32.63,-104.37,0,0,0,0,0,15,0,0,0
317209,602804,2015,10,4,2015-10-04,12:10:00,3,NV,32,0,0.75,0,0,0.0,0.0,36.1526,-115.974,36.1526,-115.974,0,0,0,0,0,23,0,0,0
317210,605103,2015,10,5,2015-10-05,15:15:00,3,NM,35,0,1.0,0,0,0.0,0.0,32.56,-108.37,32.56,-108.37,0,0,0,0,0,17,0,0,0
317211,598314,2015,10,5,2015-10-05,16:35:00,3,NM,35,0,1.0,0,0,0.0,0.0,35.1234,-107.52,35.1234,-107.52,0,0,0,0,0,6,0,0,0
317212,602811,2015,10,5,2015-10-05,17:44:00,3,NV,32,0,1.25,0,0,0.0,0.0,35.4916,-114.687,35.4916,-114.687,0,0,0,0,0,3,0,0,0
317213,604356,2015,10,6,2015-10-06,11:28:00,3,AZ,4,0,0.88,0,0,0.0,0.0,31.35,-109.52,31.35,-109.52,0,0,0,0,0,3,0,0,0
317214,604357,2015,10,6,2015-10-06,13:40:00,3,AZ,4,0,1.0,0,0,0.0,0.0,32.3351,-110.946,32.3351,-110.946,0,0,0,0,0,19,0,0,0
317215,604359,2015,10,6,2015-10-06,13:55:00,3,AZ,4,0,1.0,0,0,0.0,0.0,32.2354,-110.79,32.2354,-110.79,0,0,0,0,0,19,0,0,0
317216,605118,2015,10,6,2015-10-06,15:29:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.68,-106.19,31.68,-106.19,0,0,0,0,0,141,0,0,0
317217,605120,2015,10,6,2015-10-06,15:35:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.6757,-106.191,31.6757,-106.191,0,0,0,0,0,141,0,0,0
317218,605119,2015,10,6,2015-10-06,15:35:00,3,TX,48,0,1.75,0,0,0.0,0.0,31.64,-106.27,31.64,-106.27,0,0,0,0,0,141,0,0,0
317219,605121,2015,10,6,2015-10-06,15:36:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.66,-106.24,31.66,-106.24,0,0,0,0,0,141,0,0,0
317220,599454,2015,10,6,2015-10-06,16:00:00,3,AZ,4,0,1.75,0,0,0.0,0.0,32.91,-111.62,32.91,-111.62,0,0,0,0,0,21,0,0,0
317221,601714,2015,10,6,2015-10-06,16:00:00,3,CO,8,0,1.75,0,0,0.0,0.0,39.27,-104.24,39.27,-104.24,0,0,0,0,0,39,0,0,0
317222,599456,2015,10,6,2015-10-06,16:21:00,3,AZ,4,0,1.25,0,0,0.0,0.0,32.87,-111.57,32.87,-111.57,0,0,0,0,0,21,0,0,0
317223,605127,2015,10,7,2015-10-07,13:33:00,3,NM,35,0,1.5,0,0,0.0,0.0,32.74,-105.91,32.74,-105.91,0,0,0,0,0,35,0,0,0
317224,598310,2015,10,7,2015-10-07,15:33:00,3,NM,35,0,0.88,0,0,0.0,0.0,34.3,-103.79,34.3,-103.79,0,0,0,0,0,41,0,0,0
317225,605131,2015,10,7,2015-10-07,16:12:00,3,TX,48,0,1.75,0,0,0.0,0.0,31.2,-105.48,31.2,-105.48,0,0,0,0,0,229,0,0,0
317226,601592,2015,10,7,2015-10-07,16:39:00,3,NM,35,0,1.75,0,0,0.0,0.0,32.2358,-104.448,32.2358,-104.448,0,0,0,0,0,15,0,0,0
317227,598336,2015,10,7,2015-10-07,17:17:00,3,TX,48,0,0.88,0,0,0.0,0.0,34.5779,-102.9,34.5779,-102.9,0,0,0,0,0,369,0,0,0
317228,601432,2015,10,7,2015-10-07,17:25:00,3,NM,35,0,1.75,0,0,0.0,0.0,32.2358,-104.448,32.2358,-104.448,0,0,0,0,0,15,0,0,0
317229,602560,2015,10,7,2015-10-07,17:25:00,3,NM,35,0,1.75,0,0,0.0,0.0,32.42,-104.487,32.42,-104.487,0,0,0,0,0,15,0,0,0
317230,602564,2015,10,7,2015-10-07,19:36:00,3,TX,48,0,1.75,0,0,0.0,0.0,30.6772,-103.993,30.6772,-103.993,0,0,0,0,0,243,0,0,0
317231,602565,2015,10,7,2015-10-07,20:19:00,3,TX,48,0,1.0,0,0,0.0,0.0,31.32,-103.78,31.32,-103.78,0,0,0,0,0,389,0,0,0
317232,601126,2015,10,9,2015-10-09,16:40:00,3,MS,28,0,1.0,0,0,0.0,0.0,33.63,-91.03,33.63,-91.03,0,0,0,0,0,11,0,0,0
317233,607468,2015,11,11,2015-11-11,12:18:00,3,IA,19,0,0.75,0,0,0.0,0.0,42.51,-96.0,42.51,-96.0,0,0,0,0,0,193,0,0,0
317234,602071,2015,11,11,2015-11-11,12:19:00,3,NE,31,0,0.88,0,0,0.0,0.0,41.11,-96.24,41.11,-96.24,0,0,0,0,0,153,0,0,0
317235,602070,2015,11,11,2015-11-11,12:19:00,3,NE,31,0,1.0,0,0,0.0,0.0,40.68,-96.27,40.68,-96.27,0,0,0,0,0,131,0,0,0
317236,607469,2015,11,11,2015-11-11,12:23:00,3,IA,19,0,0.88,0,0,0.0,0.0,42.52,-95.94,42.52,-95.94,0,0,0,0,0,193,0,0,0
317237,602072,2015,11,11,2015-11-11,12:34:00,3,NE,31,0,1.75,0,0,0.0,0.0,40.8,-96.12,40.8,-96.12,0,0,0,0,0,25,0,0,0
317238,602073,2015,11,11,2015-11-11,12:50:00,3,NE,31,0,1.75,0,0,0.0,0.0,40.92,-95.97,40.92,-95.97,0,0,0,0,0,25,0,0,0
