,yr,mo,dy,date,time,mag,slat,slon,radar,radar_dist,datetime,max_dbz,mean_dbz,max_zdr,mean_zdr,min_zdr,mean_cc,min_cc,count_30dbz,count_50dbz,count_60dbz,ratio_50_30,ratio_60_50,zdr_range,sig
0,2020,5,22,2020-05-22,17:40:00,5.33,34.08,-98.56,KFDR,47.49421803809776,2020-05-22 17:40:00,64.0,41.9,4.9375,2.0,-1.9375,0.97,0.2083333283662796,17858,2646,40,0.14816059129850495,0.01511144692104269,6.875,1
1,2017,5,27,2017-05-27,20:07:00,4.0,34.99,-97.45,KTLX,40.49804743329911,2017-05-27 20:07:00,62.0,40.8,4.9375,2.0,-1.9375,0.97,0.2083333283662796,12891,960,3,0.07446478436239529,0.003121748178980229,6.875,1
2,2012,6,12,2012-06-12,21:15:00,4.5,34.1595,-103.355,KFDX,56.59808141855549,2012-06-12 21:15:00,70.5,42.3,4.9375,2.2,-1.9375,0.96,0.2150000035762787,2935,733,152,0.24965940054495914,0.20708446866485014,6.875,1
3,2017,6,15,2017-06-15,18:15:00,4.0,37.05,-98.48,KVNX,47.04438833938191,2017-06-15 18:15:00,64.0,43.0,4.9375,2.0,-1.9375,0.94,0.2083333283662796,10853,2245,89,0.2068361894232541,0.0396260017809439,6.875,1
4,2019,5,23,2019-05-23,17:43:00,4.25,38.42,-81.47,KRLX,25.590417252997483,2019-05-23 17:43:00,66.5,45.4,4.9375,2.3,-1.9375,0.95,0.2083333283662796,3470,1161,121,0.334485738980121,0.10413080895008606,6.875,1
5,2013,6,21,2013-06-21,07:05:00,4.25,43.6163,-102.982,KUDX,56.3795094243716,2013-06-21 07:05:00,67.5,41.2,4.9375,1.7,-1.9375,0.98,0.2083333283662796,8752,1741,210,0.19890323317719638,0.12055109070034443,6.875,1
6,2014,7,27,2014-07-27,13:55:00,4.25,37.16,-83.55,KJKL,51.60619405878281,2014-07-27 13:55:00,73.5,41.3,4.9375,1.4,-1.9375,0.98,0.2083333283662796,12112,1310,178,0.10814827045323207,0.13577421815408086,6.875,1
7,2015,6,1,2015-06-01,18:55:00,4.5,44.23,-103.39,KUDX,47.49669732355498,2015-06-01 18:55:00,71.0,43.0,4.9375,2.0,-1.9375,0.94,0.2083333283662796,7714,1859,279,0.24095917044718082,0.15,6.875,1
8,2020,8,23,2020-08-23,16:30:00,4.0,45.91,-98.68,KABR,55.58597215070164,2020-08-23 16:30:00,66.5,42.2,4.9375,3.0,-1.9375,0.92,0.2083333283662796,6333,1136,50,0.17934954215345753,0.04397537379067722,6.875,1
9,2016,7,7,2016-07-07,18:56:00,4.25,39.8434,-101.5966,KGLD,55.24705863788271,2016-07-07 18:56:00,62.5,43.3,4.9375,2.4,-1.75,0.95,0.2083333283662796,3352,880,44,0.262451535937966,0.049943246311010214,6.6875,1
10,2014,6,14,2014-06-14,20:34:00,4.25,40.56,-98.35,KUEX,27.501094875341504,2014-06-14 20:34:00,73.5,44.0,4.9375,2.1,-1.9375,0.95,0.2083333283662796,13299,3749,516,0.2818796992481203,0.1376,6.875,1
11,2015,8,2,2015-08-02,13:24:00,4.0,44.78,-88.06,KGRB,32.46942905632297,2015-08-02 13:24:00,64.0,43.2,4.9375,2.3,-1.9375,0.96,0.2083333283662796,5950,1332,39,0.2238279280793144,0.029257314328582147,6.875,1
12,2019,8,5,2019-08-05,11:34:00,4.0,45.02,-93.81,KMPX,28.369963484090388,2019-08-05 11:34:00,67.0,40.6,4.9375,1.8,-1.9375,0.97,0.2083333283662796,23727,2503,99,0.10548718813216452,0.03953674121405751,6.875,1
13,2016,5,26,2016-05-26,17:54:00,4.0,37.32,-99.65,KDDC,56.43249540408294,2016-05-26 17:54:00,66.0,46.3,4.9375,2.3,-1.9375,0.95,0.2083333283662796,10671,4231,376,0.3964580209895052,0.0888468809073724,6.875,1
14,2014,5,26,2014-05-26,18:02:00,4.25,31.9314,-101.572,KMAF,57.49972089556686,2014-05-26 18:02:00,70.0,43.6,4.9375,2.0,-1.3125,0.98,0.5583333373069763,6476,1708,174,0.2637023313262313,0.10181392627267408,6.25,1
15,2015,8,2,2015-08-02,13:32:00,4.0,44.76,-88.0,KGRB,31.24772619679249,2015-08-02 13:32:00,67.5,41.9,4.9375,2.5,-1.9375,0.97,0.2083333283662796,8156,1321,65,0.16194679416452126,0.049167927382753406,6.875,1
16,2016,4,12,2016-04-12,20:46:00,4.0,29.46,-98.39,KEWX,43.360067760465846,2016-04-12 20:46:00,72.5,43.8,4.9375,1.3,-1.9375,0.96,0.2083333283662796,15085,3977,399,0.26362190110035794,0.10030165912518854,6.875,1
17,2017,6,12,2017-06-12,16:00:00,4.25,40.63,-104.75,KCYS,56.79291543735832,2017-06-12 16:00:00,66.0,44.8,4.9375,2.3,-1.9375,0.94,0.2150000035762787,4647,1454,113,0.31282271944922546,0.07766323024054983,6.875,1
18,2020,8,8,2020-08-08,17:10:00,4.5,44.0845,-103.48,KUDX,52.92530105485046,2020-08-08 17:10:00,66.5,39.6,4.9375,2.2,-1.9375,0.97,0.2083333283662796,5735,591,8,0.10303347280334728,0.013513513513513514,6.875,1
19,2013,8,30,2013-08-30,13:40:00,4.25,44.1,-103.431,KUDX,48.93198087417343,2013-08-30 13:40:00,67.0,41.4,4.9375,2.0,-1.9375,0.94,0.2083333283662796,3973,810,67,0.2038248616004026,0.08261405672009864,6.875,1
20,2017,5,27,2017-05-27,12:02:00,4.25,38.41,-94.17,KEAX,42.90536850233433,2017-05-27 12:02:00,67.5,45.2,4.9375,2.0,-1.9375,0.96,0.2083333283662796,22354,7143,161,0.319525833146947,0.02253639417693169,6.875,1
21,2012,6,12,2012-06-12,21:05:00,4.5,34.2879,-103.432,KFDX,40.68940007423853,2012-06-12 21:05:00,67.0,42.7,4.9375,2.1,-1.875,0.95,0.4250000119209289,3550,889,151,0.25035201351731906,0.1696629213483146,6.8125,1
22,2014,6,12,2014-06-12,16:40:00,4.5,32.49,-99.69,KDYX,42.64450035959125,2014-06-12 16:40:00,69.5,39.9,4.9375,1.6,-1.9375,0.96,0.2083333283662796,10574,1157,137,0.10940898345153664,0.11830742659758203,6.875,1
23,2020,8,8,2020-08-08,17:05:00,4.0,44.0845,-103.48,KUDX,52.92530105485046,2020-08-08 17:05:00,61.0,39.6,4.9375,2.1,-1.9375,0.96,0.2083333283662796,4962,511,5,0.10296191819464035,0.009765625,6.875,1
24,2014,6,14,2014-06-14,19:20:00,4.0,39.57,-101.71,KGLD,24.56141963434412,2014-06-14 19:20:00,71.5,45.7,4.9375,1.0,-1.9375,0.94,0.2083333283662796,32341,12473,1712,0.38565951394471587,0.1372454705788039,6.875,1
25,2018,5,1,2018-05-01,15:48:00,4.0,41.35,-97.07,KOAX,58.767891716037234,2018-05-01 15:48:00,66.5,40.8,4.9375,2.0,-1.875,0.98,0.324999988079071,7290,1079,144,0.1479906734329996,0.13333333333333333,6.8125,1
26,2015,3,25,2015-03-25,17:12:00,4.25,36.1918,-95.9035,KINX,30.09811433464392,2015-03-25 17:12:00,66.5,43.8,4.9375,2.3,-1.9375,0.95,0.2083333283662796,26000,6181,354,0.23772162609130418,0.05726302167583306,6.875,1
27,2013,8,3,2013-08-03,14:45:00,4.0,40.77,-105.1,KCYS,48.23174787679788,2013-08-03 14:45:00,72.0,40.8,4.9375,2.3,-1.9375,0.97,0.2083333283662796,10543,1796,350,0.17033383915022762,0.19476905954368393,6.875,1
28,2015,5,27,2015-05-27,17:01:00,4.5,34.0188,-101.892,KLBB,42.87063827980455,2015-05-27 17:01:00,64.5,40.7,4.9375,1.9,-1.9375,0.95,0.2083333283662796,3075,496,24,0.16124837451235371,0.0482897384305835,6.875,1
29,2013,7,23,2013-07-23,18:47:00,4.25,37.94,-97.87,KICT,50.43089101964034,2013-07-23 18:47:00,63.5,41.5,4.9375,2.4,-1.9375,0.98,0.2083333283662796,11276,1701,39,0.15083798882681565,0.022914218566392478,6.875,1
30,2012,6,12,2012-06-12,20:40:00,4.5,34.43,-103.63,KFDX,21.09704927012179,2012-06-12 20:40:00,68.5,43.8,4.9375,2.0,-1.9375,0.94,0.2083333283662796,4445,1358,299,0.3054430949167791,0.22001471670345843,6.875,1
31,2014,6,12,2014-06-12,16:55:00,4.5,32.5,-99.66,KDYX,39.71000624503183,2014-06-12 16:55:00,68.0,41.4,4.9375,1.9,-1.9375,0.96,0.2083333283662796,11466,1599,167,0.13944362082497602,0.104375,6.875,1
32,2014,6,3,2014-06-03,15:15:00,4.5,41.4601,-96.0378,KOAX,32.288869886446946,2014-06-03 15:15:00,73.5,47.0,4.9375,1.5,-1.9375,0.96,0.2083333283662796,20869,8235,1906,0.3945855294681361,0.23142302088392425,6.875,1
33,2018,8,6,2018-08-06,14:57:00,4.0,38.74,-104.7,KPUX,55.65694923454974,2018-08-06 14:57:00,73.0,40.0,4.9375,1.8,-1.9375,0.95,0.2083333283662796,6785,845,271,0.12452107279693486,0.3203309692671395,6.875,1
34,2020,7,11,2020-07-11,12:55:00,4.0,38.99,-95.98,KTWX,21.65964225056777,2020-07-11 12:55:00,69.5,43.2,4.9375,1.8,-1.9375,0.98,0.2083333283662796,10728,2238,182,0.20859353155000465,0.08128628852166146,6.875,1
35,2014,6,3,2014-06-03,15:03:00,4.75,41.5494,-96.2711,KOAX,27.8437677278376,2014-06-03 15:03:00,74.5,46.4,4.9375,1.3,-1.9375,0.94,0.2083333283662796,16854,5644,1979,0.33485612577870066,0.35057573073516385,6.875,1
36,2015,5,8,2015-05-08,13:29:00,4.5,33.45,-101.81,KLBB,21.094152591462382,2015-05-08 13:29:00,68.0,44.4,4.9375,1.4,-1.9375,0.95,0.2083333283662796,19824,4773,320,0.24075662042875157,0.06702974444909929,6.875,1
37,2020,4,24,2020-04-24,20:51:00,4.0,32.6214,-93.7085,KSHV,24.100255658844446,2020-04-24 20:51:00,74.5,44.3,4.9375,1.5,-1.9375,0.95,0.2083333283662796,22450,6231,1068,0.2775377488753285,0.17137355584082156,6.875,1
38,2014,5,22,2014-05-22,13:05:00,4.0,42.94,-74.19,KENX,41.18039261121775,2014-05-22 13:05:00,72.0,40.3,4.9375,1.6,-1.9375,0.98,0.2083333283662796,8378,1112,198,0.13271273421649363,0.1778975741239892,6.875,1
39,2012,4,28,2012-04-28,17:19:00,3.0,38.6732,-90.2843,KLSX,33.57182932943509,2012-04-28 17:19:00,70.5,41.5,4.9375,2.1,-1.875,0.98,0.2083333283662796,21068,3496,257,0.16593098865631972,0.0734915641978839,6.8125,1
40,2019,5,23,2019-05-23,18:45:00,3.0,39.36,-101.36,KGLD,27.603717533200857,2019-05-23 18:45:00,70.0,41.8,4.9375,1.5,-1.875,0.98,0.2083333283662796,5928,1290,307,0.21757463315904874,0.2378001549186677,6.8125,1
41,2016,6,16,2016-06-16,16:07:00,3.0,39.07,-77.88,KLWX,35.916854212823885,2016-06-16 16:07:00,69.0,42.1,4.9375,1.8,-1.875,0.96,0.2083333283662796,4598,851,179,0.18504022613611654,0.21009389671361503,6.8125,1
42,2016,6,22,2016-06-22,18:55:00,3.0,44.4269,-93.332,KMPX,48.61296010202687,2016-06-22 18:55:00,66.0,43.2,4.9375,2.0,-1.9375,0.96,0.2083333283662796,5643,1211,59,0.21456413890857548,0.04867986798679868,6.875,1
43,2015,7,13,2015-07-13,16:49:00,3.75,41.3324,-88.7093,KLOT,58.3932331883579,2015-07-13 16:49:00,71.5,43.3,4.9375,2.4,-1.875,0.96,0.2083333283662796,5177,1033,198,0.19949787562765547,0.19148936170212766,6.8125,1
44,2015,5,9,2015-05-09,15:24:00,3.0,32.36,-98.99,KDYX,30.838770004860965,2015-05-09 15:24:00,65.0,43.3,4.9375,2.6,-1.9375,0.96,0.2083333283662796,8924,1976,78,0.22140056022408963,0.03945371775417299,6.875,1
45,2016,6,21,2016-06-21,12:04:00,3.25,38.48,-82.02,KRLX,32.95706564459488,2016-06-21 12:04:00,65.5,40.8,4.9375,1.7,-1.9375,0.96,0.2083333283662796,20627,2267,43,0.10989916618188869,0.01895943562610229,6.875,1
46,2018,4,10,2018-04-10,06:15:00,3.0,29.96,-81.49,KJAX,59.000664477519976,2018-04-10 06:15:00,65.0,38.9,4.9375,1.1,-1.9375,0.99,0.5383333563804626,4555,426,27,0.09350307287093942,0.06323185011709602,6.875,1
47,2017,5,16,2017-05-16,16:52:00,3.0,37.39,-100.01,KDDC,41.217463054633406,2017-05-16 16:52:00,74.5,42.4,4.9375,1.9,-1.9375,0.96,0.2083333283662796,18998,3185,36,0.1676404021264277,0.011299435028248588,6.875,1
48,2016,4,12,2016-04-12,20:42:00,3.0,29.4957,-98.4593,KEWX,47.20938325161617,2016-04-12 20:42:00,72.5,43.6,4.9375,1.2,-1.9375,0.96,0.2083333283662796,16525,4183,399,0.2531163015853806,0.09536328871892925,6.875,1
49,2012,3,28,2012-03-28,17:57:00,3.0,38.8,-95.69,KTWX,51.37659867006648,2012-03-28 17:57:00,66.0,41.1,4.9375,2.4,-1.9375,0.97,0.2983333468437195,1879,397,33,0.21117021276595746,0.0829145728643216,6.875,1
50,2018,6,13,2018-06-13,01:00:00,3.0,38.67,-104.67,KPUX,49.42048497971407,2018-06-13 01:00:00,67.5,41.3,4.9375,2.2,-1.9375,0.95,0.2083333283662796,2811,533,100,0.1895448079658606,0.18726591760299627,6.875,1
51,2020,7,10,2020-07-10,16:40:00,3.25,44.0391,-103.287,KUDX,38.229805920078086,2020-07-10 16:40:00,73.5,42.8,4.9375,2.1,-1.9375,0.96,0.2083333283662796,15154,3457,434,0.2281095348069944,0.12550607287449392,6.875,1
52,2012,5,19,2012-05-19,17:06:00,3.0,37.67,-98.03,KICT,52.16926031458856,2012-05-19 17:06:00,69.5,44.3,4.9375,2.7,-1.9375,0.97,0.2416666597127914,13314,3667,354,0.2754036800600826,0.0965103598691385,6.875,1
53,2013,5,25,2013-05-25,18:45:00,3.0,48.57,-106.41,KGGW,43.98518080704972,2013-05-25 18:45:00,72.5,39.9,4.875,1.2,-1.9375,0.98,0.2083333283662796,10226,1090,254,0.10658061992764252,0.23281393217231897,6.8125,1
54,2019,4,13,2019-04-13,08:30:00,3.0,29.65,-98.62,KEWX,58.18026531439008,2019-04-13 08:30:00,71.0,42.4,4.9375,1.8,-1.3125,0.98,0.2083333283662796,8251,1820,217,0.22055259331071256,0.11916529379461833,6.25,1
55,2014,6,16,2014-06-16,09:16:00,3.5,40.96,-96.78,KOAX,51.66740644623629,2014-06-16 09:16:00,71.0,42.6,4.9375,1.8,-1.9375,0.98,0.2083333283662796,14716,3044,177,0.20683563226200993,0.05812807881773399,6.875,1
56,2014,6,14,2014-06-14,20:08:00,3.0,39.39,-101.05,KGLD,54.47047941992955,2014-06-14 20:08:00,70.5,44.3,4.9375,1.5,-1.9375,0.98,0.2249999940395355,16987,5194,692,0.30574523192842007,0.13320500481231953,6.875,1
57,2018,8,6,2018-08-06,15:24:00,3.0,38.54,-104.48,KPUX,28.462960387956727,2018-08-06 15:24:00,71.0,41.5,4.9375,1.9,-1.9375,0.95,0.2083333283662796,10181,2289,432,0.22480848556275781,0.188646288209607,6.875,1
58,2015,7,27,2015-07-27,17:00:00,3.5,43.9175,-103.51,KUDX,59.31964101405063,2015-07-27 17:00:00,67.5,42.4,4.9375,2.0,-1.9375,0.96,0.2083333283662796,8873,2095,169,0.23608293892269552,0.08062977099236641,6.875,1
59,2019,8,5,2019-08-05,14:50:00,3.0,45.23,-93.43,KMPX,45.80158200593206,2019-08-05 14:50:00,62.0,40.2,4.875,1.8,-1.8125,0.99,0.4483333230018616,3652,491,9,0.13441007391185328,0.018292682926829267,6.6875,1
60,2014,5,22,2014-05-22,14:00:00,3.0,42.7568,-74.1211,KENX,20.08183422477498,2014-05-22 14:00:00,70.5,39.9,4.9375,1.6,-1.9375,0.98,0.2083333283662796,15614,1951,397,0.12494396413704771,0.2033811475409836,6.875,1
61,2017,10,6,2017-10-06,16:12:00,3.0,38.12,-99.71,KDDC,46.03275954356251,2017-10-06 16:12:00,68.0,42.9,4.9375,1.8,-1.9375,0.95,0.2083333283662796,7979,1815,251,0.2274436090225564,0.138215859030837,6.875,1
62,2015,5,27,2015-05-27,15:07:00,3.0,34.89,-101.36,KAMA,48.57805811584823,2015-05-27 15:07:00,69.5,43.7,4.9375,1.9,-1.875,0.97,0.2483333349227905,5273,1431,312,0.2713310580204778,0.21787709497206703,6.8125,1
63,2018,6,19,2018-06-19,13:25:00,3.0,39.65,-104.99,KFTG,40.39566558701463,2018-06-19 13:25:00,65.5,42.8,4.9375,2.4,-1.9375,0.93,0.2083333283662796,4692,1120,125,0.2386533134455572,0.11150758251561106,6.875,1
64,2020,3,29,2020-03-29,01:12:00,3.0,33.7186,-88.1002,KGWX,29.23144907618624,2020-03-29 01:12:00,68.5,43.7,4.9375,1.7,-1.9375,0.98,0.2083333283662796,27537,6914,219,0.25107124700413974,0.0316702819956616,6.875,1
65,2019,8,5,2019-08-05,11:42:00,3.0,45.03,-93.72,KMPX,25.18367073156826,2019-08-05 11:42:00,68.0,39.6,4.9375,1.7,-1.9375,0.96,0.2083333283662796,22592,1346,37,0.05957597485946975,0.02746844840386043,6.875,1
66,2019,5,23,2019-05-23,17:41:00,3.0,38.45,-81.45,KRLX,28.87719034894482,2019-05-23 17:41:00,66.5,44.7,4.9375,2.3,-1.9375,0.96,0.2083333283662796,4025,1244,129,0.30899155489319424,0.10361445783132531,6.875,1
67,2012,4,28,2012-04-28,17:19:00,3.0,38.6488,-90.2985,KLSX,32.51812791845214,2012-04-28 17:19:00,70.5,41.5,4.9375,2.1,-1.875,0.98,0.2083333283662796,20934,3440,253,0.16431812753761643,0.07352513804126708,6.8125,1
68,2014,8,17,2014-08-17,15:35:00,3.0,43.838,-103.183,KUDX,41.97380440801376,2014-08-17 15:35:00,68.0,40.4,4.9375,1.9,-1.9375,0.97,0.2083333283662796,7342,1016,153,0.13836306686640337,0.1504424778761062,6.875,1
69,2016,4,29,2016-04-29,13:52:00,3.43,34.54,-98.98,KFDR,21.156775229968428,2016-04-29 13:52:00,68.0,43.1,4.9375,2.2,-1.9375,0.94,0.2083333283662796,11400,2601,227,0.2281378826418735,0.08724058416602613,6.875,1
70,2020,5,4,2020-05-04,17:05:00,3.5,35.01,-97.35,KTLX,35.35640035523488,2020-05-04 17:05:00,64.0,44.5,4.9375,2.6,-1.9375,0.95,0.2083333283662796,6417,1711,22,0.2665939545029604,0.012850467289719626,6.875,1
71,2013,8,30,2013-08-30,18:12:00,3.0,46.85,-101.41,KBIS,50.40203301814223,2013-08-30 18:12:00,68.5,41.5,4.9375,2.3,-1.9375,0.98,0.2083333283662796,4887,787,77,0.1610065466448445,0.09771573604060914,6.875,1
72,2014,6,29,2014-06-29,01:37:00,3.0,39.2,-101.88,KGLD,23.98258852577548,2014-06-29 01:37:00,65.0,40.6,4.9375,2.0,-1.75,0.98,0.2083333283662796,13807,1483,45,0.10740150637311703,0.03032345013477089,6.6875,1
73,2018,6,8,2018-06-08,23:30:00,3.0,41.39,-90.85,KDVN,33.02474263469811,2018-06-08 23:30:00,66.5,42.4,4.9375,1.8,-1.9375,0.96,0.2083333283662796,5803,1141,116,0.19658855961405927,0.10157618213660245,6.875,1
74,2019,6,21,2019-06-21,15:58:00,3.4,37.05,-89.05,KPAH,25.00237757136344,2019-06-21 15:58:00,63.5,40.7,4.9375,1.5,-1.9375,0.98,0.2083333283662796,20743,2093,25,0.10089664481295796,0.011938872970391595,6.875,1
75,2015,6,27,2015-06-27,16:37:00,3.0,47.78,-97.57,KMVX,34.47351045665488,2015-06-27 16:37:00,68.0,42.2,4.9375,2.2,-1.9375,0.94,0.2083333283662796,24739,4651,249,0.1879951495553759,0.05352536543422184,6.875,1
76,2020,5,14,2020-05-14,15:30:00,3.0,41.18,-93.73,KDMX,59.973813187810045,2020-05-14 15:30:00,66.0,42.3,4.9375,2.6,-1.9375,0.98,0.2283333390951156,11126,2094,138,0.18819088703154488,0.06587112171837708,6.875,1
77,2016,4,12,2016-04-12,20:48:00,3.0,29.48,-98.46,KEWX,48.05116884294572,2016-04-12 20:48:00,71.0,43.8,4.9375,1.2,-1.9375,0.96,0.2083333283662796,18596,4019,442,0.21611012528902512,0.10995024875621891,6.875,1
78,2019,10,10,2019-10-10,18:12:00,3.0,32.77,-97.45,KFWS,27.20932797530564,2019-10-10 18:12:00,62.0,39.0,4.9375,1.6,-1.9375,0.96,0.2083333283662796,10616,625,3,0.05886785344259207,0.004792332268370607,6.875,1
79,2016,7,8,2016-07-08,10:43:00,3.0,45.02,-85.26,KAPX,45.740999192028845,2016-07-08 10:43:00,67.0,42.2,4.9375,2.0,-1.8125,0.98,0.5450000166893005,10382,1619,64,0.1559279591640181,0.03950617283950617,6.75,1
80,2018,5,14,2018-05-14,17:56:00,3.0,38.8692,-101.9637,KGLD,58.74717718805029,2018-05-14 17:56:00,73.5,41.1,4.9375,1.7,-1.9375,0.98,0.4816666543483734,9156,1569,646,0.171344326744567,0.41146496815286626,6.875,1
81,2018,8,14,2018-08-14,17:25:00,3.0,35.3561,-97.7244,KTLX,42.40864615613962,2018-08-14 17:25:00,62.5,40.6,4.9375,1.7,-1.9375,0.96,0.2083333283662796,5986,626,1,0.10455987973943544,0.001594896331738437,6.875,1
82,2018,6,6,2018-06-06,00:50:00,3.0,32.95,-97.02,KFWS,50.58784828504811,2018-06-06 00:50:00,69.0,42.8,4.9375,1.7,-1.9375,0.96,0.2383333295583725,4360,869,132,0.1992662233432699,0.15172413793103448,6.875,1
83,2016,4,12,2016-04-12,20:47:00,3.5,29.45,-98.36,KEWX,41.65927544333224,2016-04-12 20:47:00,71.0,42.8,4.9375,1.2,-1.9375,0.96,0.2083333283662796,19944,3844,442,0.19273000752068187,0.11495448634590377,6.875,1
84,2014,6,14,2014-06-14,20:00:00,3.0,39.39,-101.12,KGLD,48.46094877973675,2014-06-14 20:00:00,71.0,45.8,4.9375,1.9,-1.9375,0.97,0.2083333283662796,17473,5719,636,0.327286253862882,0.11118881118881119,6.875,1
85,2012,4,28,2012-04-28,15:24:00,3.0,38.5455,-90.0628,KLSX,54.95214690355832,2012-04-28 15:24:00,70.5,43.9,4.9375,2.1,-1.9375,0.97,0.3916666805744171,4818,1375,262,0.2853289064121187,0.19040697674418605,6.875,1
86,2017,4,2,2017-04-02,20:20:00,3.01,26.23,-97.58,KBRO,39.32194866192962,2017-04-02 20:20:00,69.5,41.3,4.9375,2.2,-1.9375,0.97,0.2083333283662796,7999,1267,129,0.158375,0.10173501577287067,6.875,1
87,2019,5,23,2019-05-23,18:14:00,3.0,38.23,-81.15,KRLX,50.48524790568255,2019-05-23 18:14:00,59.5,41.2,4.9375,2.2,-0.6875,0.97,0.2949999868869781,3275,462,0,0.14102564102564102,0.0,5.625,1
88,2012,5,29,2012-05-29,17:35:00,3.0,36.4,-98.14,KVNX,37.772111746303686,2012-05-29 17:35:00,63.5,41.8,4.9375,2.0,-1.9375,0.96,0.2083333283662796,18460,2768,47,0.14993770651644006,0.016973636691946552,6.875,1
89,2016,7,6,2016-07-06,16:23:00,3.0,44.5655,-102.56,KUDX,54.69707291305137,2016-07-06 16:23:00,74.0,47.3,4.9375,1.3,-1.9375,0.96,0.2083333283662796,20666,9001,1390,0.43552523346397637,0.1544101310819818,6.875,1
90,2016,5,8,2016-05-08,17:05:00,3.0,38.02,-99.41,KDDC,57.09028325707684,2016-05-08 17:05:00,67.0,42.6,4.9375,2.3,-1.9375,0.97,0.2116666734218597,3847,873,54,0.22687110187110188,0.06178489702517163,6.875,1
91,2018,6,18,2018-06-18,19:31:00,3.0,39.93,-105.15,KFTG,53.97802379340095,2018-06-18 19:31:00,68.5,44.1,4.9375,2.0,-1.875,0.96,0.2083333283662796,2878,921,307,0.31990274400833624,0.3329718004338395,6.8125,1
92,2019,8,5,2019-08-05,11:41:00,3.0,45.02,-93.81,KMPX,28.369963484090388,2019-08-05 11:41:00,68.0,40.0,4.9375,1.7,-1.9375,0.97,0.2083333283662796,18738,1302,37,0.06948076204706762,0.0283960092095165,6.875,1
93,2017,4,1,2017-04-01,17:28:00,3.0,31.72,-100.05,KSJT,56.42725294048293,2017-04-01 17:28:00,73.0,44.2,4.9375,2.3,-1.9375,0.96,0.2083333283662796,7227,2281,281,0.31557830658550085,0.1231375985977213,6.875,1
94,2020,7,10,2020-07-10,16:50:00,3.25,44.08,-103.3106,KUDX,39.42742443203011,2020-07-10 16:50:00,74.5,43.9,4.9375,2.1,-1.9375,0.96,0.2083333283662796,13554,3687,678,0.27200295094061233,0.18383947939262474,6.875,1
95,2020,5,7,2020-05-07,18:12:00,3.0,34.08,-99.38,KFDR,48.93839535217958,2020-05-07 18:12:00,73.0,42.1,4.9375,1.9,-1.9375,0.96,0.2083333283662796,17321,3560,228,0.2055189931878536,0.06402695871946082,6.875,1
96,2016,7,8,2016-07-08,09:49:00,3.0,45.16,-85.13,KAPX,44.67690685195012,2016-07-08 09:49:00,69.5,41.6,4.9375,2.0,-1.9375,0.97,0.2083333283662796,9267,1580,218,0.17047906776003452,0.137887413029728,6.875,1
97,2020,7,11,2020-07-11,12:57:00,3.0,38.99,-95.97,KTWX,22.52602736335181,2020-07-11 12:57:00,69.5,43.1,4.9375,1.8,-1.9375,0.98,0.2083333283662796,10730,2238,182,0.20855465473860776,0.08128628852166146,6.875,1
98,2020,4,8,2020-04-08,16:21:00,3.0,39.87,-89.61,KILX,37.819001757791305,2020-04-08 16:21:00,77.5,44.3,4.9375,2.2,-1.9375,0.96,0.2083333283662796,26283,6271,834,0.23858621214427028,0.1329719387755102,6.875,1
99,2020,5,4,2020-05-04,16:55:00,3.0,35.01,-97.21,KTLX,34.69286847947669,2020-05-04 16:55:00,67.5,44.8,4.9375,2.2,-1.9375,0.95,0.2083333283662796,11393,3317,209,0.2911181323503598,0.06298975286317059,6.875,1
100,2020,6,20,2020-06-20,18:30:00,3.0,31.9309,-102.4,KMAF,20.82749659109621,2020-06-20 18:30:00,72.5,39.7,4.9375,2.1,-1.9375,0.95,0.2083333283662796,12636,1662,257,0.13151855661945083,0.1545399879735418,6.875,1
101,2020,5,21,2020-05-21,19:51:00,3.0,31.57,-100.49,KSJT,23.36172584597597,2020-05-21 19:51:00,68.5,43.8,4.9375,2.2,-1.9375,0.96,0.2083333283662796,12464,3051,242,0.24476534296028882,0.07929226736566186,6.875,1
102,2015,5,9,2015-05-09,16:04:00,3.25,32.4,-98.82,KDYX,42.42599927548349,2015-05-09 16:04:00,62.0,43.6,4.9375,2.3,-1.9375,0.97,0.2083333283662796,10383,2717,25,0.2616525423728814,0.00919793966151582,6.875,1
103,2020,5,7,2020-05-07,18:36:00,3.0,34.05,-99.41,KFDR,53.17531730735888,2020-05-07 18:36:00,69.5,45.3,4.9375,1.4,-1.9375,0.92,0.2083333283662796,7210,2279,311,0.3160449313548745,0.13640350877192983,6.875,1
104,2016,6,17,2016-06-17,04:10:00,3.0,46.84,-100.14,KBIS,47.96136696054807,2016-06-17 04:10:00,61.0,40.5,4.9375,1.7,-1.9375,0.97,0.2083333283662796,11129,1057,2,0.0949685534591195,0.001890359168241966,6.875,1
105,2017,6,12,2017-06-12,19:30:00,3.0,33.9744,-101.6936,KLBB,38.37736898472934,2017-06-12 19:30:00,73.0,42.4,4.9375,1.9,-1.9375,0.95,0.2083333283662796,8830,1761,176,0.19941116521345262,0.09988649262202043,6.875,1
106,2019,4,13,2019-04-13,08:48:00,3.0,29.6531,-98.6136,KEWX,57.54200692826649,2019-04-13 08:48:00,69.0,40.3,4.9375,2.1,-1.9375,0.98,0.2083333283662796,11440,1352,88,0.11817148850624945,0.06504065040650407,6.875,1
