,yr,mo,dy,date,time,mag,slat,slon,radar,radar_dist,datetime,max_dbz,mean_dbz,max_zdr,mean_zdr,min_zdr,mean_cc,min_cc,count_30dbz,count_50dbz,count_60dbz,ratio_50_30,ratio_60_50,zdr_range,sig
350,2015,3,25,2015-03-25,17:15:00,1.0,35.66,-97.23,KTLX,37.82095023724417,2015-03-25 17:15:00,67.0,45.2,4.9375,1.6,-1.9375,0.95,0.2083333283662796,6017,1843,331,0.30624792289797276,0.17950108459869848,6.875,0
351,2018,5,28,2018-05-28,13:43:00,1.0,41.89,-93.39,KDMX,33.9833844658177,2018-05-28 13:43:00,66.0,41.9,4.9375,2.5,-1.9375,0.97,0.2083333283662796,4039,805,67,0.19925742574257427,0.08312655086848635,6.875,0
352,2012,12,9,2012-12-09,01:15:00,1.75,34.63,-92.57,KLZK,35.36199374310801,2012-12-09 01:15:00,58.5,38.1,4.9375,1.4,-1.875,0.99,0.2083333283662796,13242,466,0,0.03518840141961791,0.0,6.8125,0
353,2016,3,8,2016-03-08,19:30:00,1.0,29.33,-99.78,KDFX,48.06878615517981,2016-03-08 19:30:00,63.0,41.9,4.9375,1.6,-1.875,0.98,0.2083333283662796,13907,2310,20,0.16609145815358067,0.00865426222414539,6.8125,0
354,2016,7,14,2016-07-14,18:24:00,1.75,34.83,-101.52,KAMA,46.61210145736378,2016-07-14 18:24:00,67.5,43.2,4.9375,2.5,-1.875,0.96,0.2349999994039535,8192,1961,184,0.2393506652020017,0.09378185524974515,6.8125,0
355,2016,4,25,2016-04-25,16:08:00,1.75,43.33,-88.25,KMKX,48.76362748339926,2016-04-25 16:08:00,71.0,41.7,4.9375,2.1,-1.9375,0.97,0.2083333283662796,3764,744,176,0.19760956175298805,0.23624161073825503,6.875,0
356,2015,9,18,2015-09-18,09:40:00,1.0,40.8134,-96.6441,KOAX,59.0813509091197,2015-09-18 09:40:00,64.5,42.7,4.9375,1.6,-1.375,0.99,0.57833331823349,6222,1571,90,0.2524505865338261,0.05725190839694656,6.3125,0
357,2012,5,3,2012-05-03,20:01:00,1.0,39.3071,-77.4598,KLWX,38.6227273222116,2012-05-03 20:01:00,63.5,37.8,4.9375,1.9,-0.9375,0.99,0.5583333373069763,2440,260,20,0.10651372388365424,0.07662835249042145,5.875,0
358,2016,3,17,2016-03-17,03:00:00,1.0,32.7307,-97.5635,KFWS,31.13809049536671,2016-03-17 03:00:00,67.0,42.2,4.9375,1.9,-1.9375,0.96,0.2083333283662796,6050,1428,145,0.23599405057015369,0.10146955913226033,6.875,0
359,2017,5,9,2017-05-09,20:15:00,1.0,40.18,-98.76,KUEX,32.09323019979134,2017-05-09 20:15:00,70.5,40.8,4.9375,1.8,-1.9375,0.97,0.2083333283662796,6593,1042,204,0.15802244464664847,0.1955896452540748,6.875,0
360,2015,8,2,2015-08-02,13:01:00,1.0,43.45,-83.95,KDTX,47.05930686931767,2015-08-02 13:01:00,62.5,42.7,4.9375,2.1,-1.625,0.98,0.6549999713897705,2198,419,12,0.19054115507048658,0.02857142857142857,6.5625,0
361,2013,5,24,2013-05-24,18:18:00,1.0,39.33,-102.03,KGLD,30.255172378860088,2013-05-24 18:18:00,70.0,41.7,4.9375,2.1,-1.9375,0.95,0.2083333283662796,7899,1694,375,0.21443037974683543,0.22123893805309736,6.875,0
362,2014,5,27,2014-05-27,16:19:00,1.0,32.1193,-97.6643,KFWS,59.70381879333347,2014-05-27 16:19:00,66.5,39.6,4.9375,1.3,-1.75,0.99,0.4516666531562805,4815,574,66,0.11918604651162791,0.11478260869565217,6.6875,0
363,2019,4,17,2019-04-17,21:40:00,1.5,35.49,-97.54,KTLX,31.66442088495373,2019-04-17 21:40:00,64.5,43.0,4.9375,1.9,-1.9375,0.97,0.2083333283662796,18490,4026,66,0.21772754312908982,0.016389371740749937,6.875,0
364,2019,7,4,2019-07-04,18:23:00,1.5,39.59,-105.13,KFTG,54.04246804485066,2019-07-04 18:23:00,67.0,41.7,4.9375,2.3,-1.875,0.96,0.2083333283662796,7922,1355,96,0.17102107787454246,0.07079646017699115,6.8125,0
365,2014,7,9,2014-07-09,15:12:00,1.0,42.65,-74.78,KENX,58.77074156525614,2014-07-09 15:12:00,59.5,39.0,4.8125,1.3,-1.9375,0.99,0.3083333373069763,5165,299,0,0.057878435927216414,0.0,6.75,0
366,2016,4,18,2016-04-18,16:10:00,1.25,27.7386,-98.1148,KCRP,59.72503073506601,2016-04-18 16:10:00,60.0,40.6,4.9375,1.1,-1.5625,0.99,0.3383333384990692,12531,1434,1,0.11442706670922438,0.0006968641114982578,6.5,0
367,2015,5,9,2015-05-09,12:05:00,1.0,34.75,-98.98,KFDR,44.410899000387126,2015-05-09 12:05:00,69.5,40.4,4.9375,1.5,-1.9375,0.98,0.2083333283662796,11196,1633,232,0.14584263642046977,0.1419828641370869,6.875,0
368,2013,7,4,2013-07-04,17:20:00,1.75,36.1334,-95.8393,KINX,24.572415093267924,2013-07-04 17:20:00,66.0,43.8,4.9375,2.6,-1.9375,0.94,0.2083333283662796,2110,594,145,0.28138323069635246,0.24369747899159663,6.875,0
369,2013,4,29,2013-04-29,21:33:00,1.0,42.06,-94.05,KDMX,46.167584448045496,2013-04-29 21:33:00,65.5,40.8,4.9375,2.7,-1.9375,0.97,0.2083333283662796,7062,1168,77,0.16536882344612772,0.0658682634730539,6.875,0
370,2016,8,26,2016-08-26,18:43:00,1.75,35.65,-97.73,KTLX,56.21036742188339,2016-08-26 18:43:00,70.0,38.5,4.875,1.3,-1.9375,0.98,0.2083333283662796,3685,291,50,0.07894736842105263,0.17123287671232876,6.8125,0
371,2014,6,30,2014-06-30,10:34:00,1.0,42.03,-94.24,KDMX,54.57030113758043,2014-06-30 10:34:00,63.0,41.6,4.9375,2.3,-1.9375,0.98,0.2083333283662796,5064,809,11,0.15972359328726554,0.013580246913580247,6.875,0
372,2018,6,2,2018-06-02,20:15:00,1.0,32.47,-98.68,KDYX,53.1934721800413,2018-06-02 20:15:00,63.5,41.7,4.9375,3.1,-0.3125,0.98,0.8083333373069763,3743,532,11,0.1420940170940171,0.020637898686679174,5.25,0
373,2018,6,8,2018-06-08,14:33:00,1.25,44.17,-103.52,KUDX,56.40734162871252,2018-06-08 14:33:00,63.0,42.3,4.9375,2.3,-1.9375,0.94,0.2083333283662796,5410,1135,24,0.20975790057290705,0.02112676056338028,6.875,0
374,2016,4,28,2016-04-28,20:22:00,1.0,36.89,-76.36,KAKQ,57.884016870633786,2016-04-28 20:22:00,64.5,42.2,4.9375,1.8,-1.4375,0.99,0.7450000047683716,6789,1408,51,0.2073637702503682,0.0361958836053939,6.375,0
375,2013,7,10,2013-07-10,07:00:00,1.0,41.1532,-88.4476,KLOT,56.5599363965246,2013-07-10 07:00:00,60.5,41.5,4.9375,2.1,-1.25,0.98,0.574999988079071,2847,451,8,0.1583567415730337,0.017699115044247787,6.1875,0
376,2019,4,3,2019-04-03,19:11:00,1.0,34.64,-99.33,KFDR,46.79465655009633,2019-04-03 19:11:00,64.0,42.1,4.9375,2.2,-1.9375,0.97,0.2083333283662796,7241,1782,80,0.24606462303231152,0.044868199663488505,6.875,0
377,2013,4,17,2013-04-17,17:33:00,1.75,34.64,-98.65,KFDR,42.96010088745299,2013-04-17 17:33:00,68.5,43.9,4.9375,2.0,-1.9375,0.97,0.2083333283662796,17062,3252,391,0.19058782160229737,0.12019674146941285,6.875,0
378,2013,8,30,2013-08-30,21:20:00,1.0,48.36,-100.41,KMBX,32.67540642529068,2013-08-30 21:20:00,69.0,44.8,4.9375,2.3,-1.9375,0.93,0.2083333283662796,4610,1395,308,0.302537410540013,0.22063037249283668,6.875,0
379,2015,3,25,2015-03-25,18:49:00,1.0,35.07,-97.47,KTLX,33.6904876990037,2015-03-25 18:49:00,67.5,40.5,4.9375,1.5,-1.9375,0.95,0.2083333283662796,28167,3830,246,0.13596989491621697,0.06421299921691465,6.875,0
380,2015,6,19,2015-06-19,16:35:00,1.25,34.7,-99.21,KFDR,45.10336567848268,2015-06-19 16:35:00,61.5,40.6,4.9375,2.6,-1.9375,0.98,0.2083333283662796,4341,464,10,0.10686319668355597,0.021505376344086023,6.875,0
381,2017,1,20,2017-01-20,23:13:00,1.25,30.24,-92.81,KLCH,42.03715691950524,2017-01-20 23:13:00,61.5,43.0,4.875,1.3,-1.9375,0.98,0.2283333390951156,19258,4237,13,0.22000103847551794,0.003067484662576687,6.8125,0
382,2019,6,2,2019-06-02,14:15:00,1.5,38.88,-78.06,KLWX,50.2239735341684,2019-06-02 14:15:00,65.5,38.9,4.9375,2.2,-1.75,0.98,0.2216666638851165,2861,273,17,0.09538784067085954,0.06204379562043796,6.6875,0
